smiles,mol_id,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,LogP,HBD,HBA,TPSA
CCCCCCCCCC=O,TOX1553,0,0,0,0,,0,,0,0,0,0,0,156.269,3.326,0,1,17.07
Cc1ccc(C(C)(C)C)cc1,TOX4704,0,0,0,0,0,0,0,0,0,0,0,0,148.249,3.29252,0,0,0
BrCBr,TOX1557,0,0,0,0,0,0,0,0,0,0,0,0,173.835,1.7337,0,0,0
Nc1cc(Cl)cc(Cl)c1,TOX10307,0,0,0,0,0,0,0,0,0,0,0,0,162.019,2.5756,1,1,26.02
CCCCCCCCCC(=O)O,TOX1554,0,0,0,0,0,0,0,0,0,0,,0,172.268,3.2117,1,1,37.3
CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,TOX1559,0,,0,,,,0,,,,1,,251.326,3.8954,1,3,63.37
O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mg+2],TOX27484,0,0,0,0,0,0,0,0,0,0,0,0,256.403,-5.8072,0,6,321.4
CCCCCCCCCOS(=O)(=O)[O-],TOX27487,0,0,0,0,1,0,0,0,0,0,0,0,223.314,2.2138,0,4,66.43
O=Cc1ccc(C(=O)O)cc1,TOX7249,0,0,0,0,0,0,0,1,0,0,0,0,150.133,1.1973,1,2,54.37
CCC(Cl)CCl,TOX7244,0,0,0,0,0,0,0,0,0,0,0,0,127.014,2.2426,0,0,0
CC(C)(O)c1ccccc1,TOX7247,0,,0,,0,0,0,0,0,0,,0,136.194,1.914,1,1,20.23
O=C1CCCN1,TOX7246,0,0,0,0,1,0,0,0,0,0,0,0,85.106,-0.1036,1,1,29.1
ClCc1ccccc1Cl,TOX7241,0,,0,0,0,0,0,0,0,0,,0,161.031,3.0788,0,0,0
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,TOX7240,0,0,,0,0,0,0,1,0,0,,0,182.135,1.81142,0,4,86.28
N#CC1(N=NC2(C#N)CCCCC2)CCCCC1,TOX24613,0,0,0,0,0,0,0,0,0,0,0,0,244.342,3.89156,0,4,72.3
C=CC(=O)OCCOC(=O)C=C,TOX24615,0,,0,0,1,1,1,1,1,,0,,170.164,0.4448,0,4,52.6
CCCC[P+](CCCC)(CCCC)CCCC,TOX24616,0,0,0,0,0,0,0,0,0,0,0,,259.438,6.2044,0,0,0
N#CCc1cccc(C(F)(F)F)c1,TOX24617,0,0,0,0,0,0,0,0,0,,0,0,185.148,2.77148,0,1,23.79
COc1cccc(Br)c1,TOX24618,0,0,0,0,0,0,0,0,0,0,0,0,187.036,2.4577,0,1,9.23
CCCCCCCCNC,TOX24619,0,0,0,0,0,0,0,0,0,0,0,0,143.274,2.5663,1,1,12.03
CCC1OCC(COc2ccc(Oc3ccccc3)cc2)O1,TOX21884,0,,1,,1,0,0,,0,,,0,300.354,4.0092,0,4,36.92
CC1=C(C(=O)Nc2ccccc2)SCCO1,TOX3951,0,0,1,,1,0,0,0,1,0,0,0,235.308,2.62,1,3,38.33
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,TOX3950,0,0,1,,1,0,,0,0,1,,0,380.554,5.2961,0,5,42.01
Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,TOX21880,0,0,0,0,0,0,0,0,0,0,0,0,240.263,0.78162,0,5,67.67
Cc1ccc2c(Br)cc(Br)c(O)c2n1,TOX26235,0,0,1,0,,0,,,1,1,1,,316.98,3.77382,1,2,33.12
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,TOX768,0,0,1,1,1,1,,0,0,0,1,0,286.239,2.2824,4,6,111.13
CC(O)COc1ccccc1,TOX7312,0,0,0,0,0,0,0,0,0,0,0,0,152.193,1.4462,1,2,29.46
O=P1(NCCCl)OCCCN1CCCl,TOX760,0,0,0,0,0,0,0,0,0,0,0,0,261.089,1.884,1,2,41.57
C=CC(=C)C,TOX761,,,,,,0,0,0,0,0,0,0,68.119,1.7485,0,0,0
CC(C)O,TOX762,0,,0,,0,0,0,0,0,,0,0,60.096,0.3871,1,1,20.23
CC(C)OC(=O)Nc1cccc(Cl)c1,TOX764,0,0,,,0,0,0,0,1,0,,0,213.664,3.2969,1,2,38.33
CC(C)OC(=O)Nc1ccccc1,TOX766,0,0,0,,1,0,0,0,0,0,0,0,179.219,2.6435,1,2,38.33
CC=Cc1ccc2c(c1)OCO2,TOX767,0,0,0,0,0,0,0,0,0,0,0,0,162.188,2.4484,0,2,18.46
CCCC(CCC)C(=O)[O-],TOX17072,0,0,0,,0,0,0,0,0,0,0,0,143.206,0.9527,0,2,40.13
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,TOX21085,0,0,0,0,0,0,0,0,0,0,0,0,361.373,1.544,1,6,75.01
CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,TOX26236,0,0,1,,,0,,,0,,,1,258.273,2.99882,0,4,52.6
CCN(Cc1ccc(Cl)nc1)/C(=C/[N+](=O)[O-])NC,TOX21080,0,0,0,0,0,0,0,0,0,0,0,0,270.72,1.8519,1,5,71.3
CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,TOX27871,0,0,0,0,1,1,0,0,0,,1,,275.392,3.8864,1,3,52.32
O=C(c1ccccc1)c1cc(Cl)ccc1O,TOX27870,0,0,,1,,,0,,0,0,1,0,232.666,3.2766,1,2,37.3
OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,TOX27873,0,0,0,0,0,0,0,0,0,0,0,0,180.156,-3.2198,5,6,110.38
Cc1ccc(C=C2C(=O)C3CCC2C3(C)C)cc1,TOX27872,0,0,0,0,0,,0,0,0,0,1,0,240.346,4.01352,0,1,17.07
CC(C)C[P+](C)(CC(C)C)CC(C)C,TOX27875,0,0,0,0,0,0,0,0,0,0,0,0,217.357,4.6018,0,0,0
C=C1C[C@]23CC[C@@H]4[C@](C)(C(=O)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CCC[C@]4(C)[C@@H]2C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]2OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1C3,TOX27874,0,0,0,0,0,0,0,0,0,0,0,0,967.021,-5.258,14,23,374.13
CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,TOX27876,0,,,1,,,,,,,1,,483.87,12.446,0,0,0
CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,TOX6265,0,0,0,0,1,0,0,0,0,0,0,0,546.789,8.8062,0,6,78.9
O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,TOX6266,0,0,0,0,0,0,0,0,0,1,0,0,261.234,-3.8514,3,9,126.69
Cc1cc(C)cc(OP(=O)(Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)c1,TOX6267,0,0,1,0,0,0,0,,0,0,,0,410.45,7.18202,0,4,44.76
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,TOX6261,0,0,0,1,0,0,0,0,0,0,,0,430.907,4.6829,0,4,44.76
O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,TOX6262,0,0,0,,0,0,0,1,1,1,0,1,297.267,-2.6319,0,9,103.59
Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O,TOX6268,0,0,,,,0,0,,,,,0,868.862,5.29964,4,20,370.74
O=C(O)c1ccc(O)cc1O,TOX5074,0,0,0,0,0,0,0,0,0,0,0,0,154.121,0.796,3,3,77.76
O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,TOX5076,0,,,,,,,1,,,1,,330.208,1.6896,2,8,160.88
CC1=CC(C)(C)Nc2ccccc21,TOX5070,0,0,0,0,0,0,0,0,0,0,1,0,173.259,3.294,1,1,12.03
Cc1cc(=O)oc2cc(O)cc(O)c12,TOX5078,0,0,1,0,,0,,,0,,1,,192.17,1.51262,2,4,70.67
CC(C)CNCC(C)C,TOX5079,0,0,0,0,0,0,0,0,0,0,0,0,129.247,1.888,1,1,12.03
CNC1(c2ccccc2Cl)CCCCC1=O,TOX3187,0,0,0,0,0,0,0,,0,,0,0,237.73,2.8978,1,2,29.1
Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,TOX26230,0,0,0,0,0,0,0,,0,,0,0,344.411,1.50222,3,5,93.81
O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,TOX2399,0,0,1,,1,,,,1,,1,0,268.224,3.1036,2,5,83.81
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,TOX2394,0,,1,,1,1,,1,1,0,,,284.267,2.8798,2,5,79.9
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,TOX2396,0,0,1,,1,1,1,1,0,,1,,254.241,2.8712,2,4,70.67
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,TOX2391,0,0,1,,1,1,,1,1,0,1,1,270.24,2.5768,3,5,90.9
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,TOX2393,,,,,1,1,,1,0,0,1,,274.272,2.3245,4,5,97.99
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,TOX3049,1,1,0,0,0,0,0,,0,,0,0,336.479,4.1367,0,2,23.55
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,TOX3043,0,,,,0,0,0,0,0,0,,0,254.285,3.4011,1,2,54.37
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,TOX3042,0,,,,0,,0,1,0,,,,384.259,3.9643,1,5,64.63
NC(=O)OCC(COC(N)=O)c1ccccc1,TOX3041,0,0,0,0,0,0,0,0,0,0,0,0,238.243,0.9608,2,4,104.64
CCNC(C)Cc1cccc(C(F)(F)F)c1,TOX3044,0,0,0,0,0,0,0,,0,,,0,231.261,3.2459,1,1,12.03
COC(=O)c1ccc(C)cc1C1=NC(=O)C(C)(C(C)C)N1,TOX12412,0,0,0,0,0,0,0,0,0,0,0,0,288.347,2.07272,1,4,67.76
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,TOX12417,0,0,1,1,0,0,0,,0,0,,0,345.401,3.8896,1,5,56.79
CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,TOX12416,0,0,1,,0,0,0,,0,,1,0,253.375,2.3782,2,6,62.73
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,TOX25254,1,1,0,,1,0,0,,0,0,0,0,330.468,3.6959,1,3,54.37
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,TOX25252,,,,,,,,0,,0,,,464.858,0.2649,6,9,181.62
CCC1(C)CC(=O)NC(=O)C1,TOX25250,0,0,0,0,0,0,0,,0,,0,0,155.197,0.8393,1,2,46.17
O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,TOX22579,0,0,0,,,0,0,1,0,0,1,0,383.467,3.0231,1,4,44.81
NC(=S)NNC(N)=S,TOX545,0,0,0,0,0,0,0,0,0,0,0,0,150.232,-1.4322,4,2,76.1
NC(=S)C(N)=S,TOX546,0,0,0,0,0,0,0,,0,0,0,0,120.202,-0.4414,2,2,52.04
CC1CN1P(=O)(N1CC1C)N1CC1C,TOX815,0,0,0,0,0,0,,0,0,0,0,0,215.237,1.2068,0,1,26.1
O=C(Oc1ccccc1)Oc1ccccc1,TOX540,0,0,0,0,0,0,0,0,0,0,0,0,214.22,3.2644,0,3,35.53
C[Hg]Cl,TOX813,0,0,0,,0,,1,,1,1,,1,251.078,1.2708,0,0,0
S=c1[nH]cnc2[nH]cnc12,TOX810,0,0,1,,0,0,,1,0,0,0,1,152.182,1.01549,2,3,57.36
[Hg+2],TOX811,0,1,1,,,1,1,,,1,,1,200.59,-0.0025,0,0,0
CCCCCCCCCCCCNC(=N)N,TOX548,0,0,0,0,0,0,0,,0,0,,0,227.396,3.39037,3,1,61.9
CN(C)CCN(Cc1cccs1)c1ccccn1,TOX818,0,0,0,0,0,0,0,0,0,0,0,0,261.394,2.7113,0,4,19.37
COc1nn(CSP(=S)(OC)OC)c(=O)s1,TOX819,0,0,0,0,0,0,0,0,0,,0,0,302.339,1.5214,0,9,62.58
NC1=NCC2c3ccccc3Cc3ccccc3N12,TOX26502,0,0,0,0,0,0,0,0,0,0,0,,249.317,2.4668,1,3,41.62
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,TOX26503,0,0,0,0,0,0,0,0,0,0,0,0,332.528,4.9853,1,2,37.3
O=C([O-])CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(Cl)c1,TOX26500,0,0,0,0,0,0,0,,0,,,0,423.913,1.8603,3,6,110.05
O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,TOX26501,0,0,0,0,0,0,1,0,0,0,0,0,353.827,2.4881,2,3,83.47
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,TOX26506,0,0,0,0,0,0,0,0,0,0,0,0,238.197,0.7035,1,4,73.8
COc1ccc(C=CC(=O)OCCC(C)C)cc1,TOX26055,0,0,,,,0,0,,,,0,0,248.322,3.2977,0,3,35.53
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,TOX26504,0,0,,0,0,0,0,0,0,0,0,0,347.462,3.6048,2,2,48.13
CCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F,TOX29089,0,0,0,0,1,0,0,0,0,0,0,0,274.264,0.69232,0,4,66.01
Clc1ccc2cc3ccccc3cc2c1,TOX29086,0,,1,,,,,0,0,,,1,212.679,4.6464,0,0,0
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,TOX29087,0,0,0,0,0,0,0,1,0,0,0,0,226.026,2.4127,0,1,8.81
F/C(COc1ccc2c(c1)[nH]c1ccccc12)=C1/CN2CCC1CC2,TOX26508,0,0,1,,0,0,,,0,,,0,336.41,4.6491,1,2,28.26
CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,TOX26509,0,0,0,0,0,0,0,,0,,0,0,283.393,2.0644,1,3,63.24
CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC,TOX29082,0,0,0,,0,0,,,0,1,,0,408.768,6.742,0,4,6.48
CCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,TOX29083,0,0,0,0,0,0,0,0,0,0,,0,419.369,2.09032,0,5,91.19
Brc1c2ccccc2cc2ccccc12,TOX29080,0,,0,,1,,1,,0,,,1,257.13,4.7555,0,0,0
CCO/C=C1\N=C(c2ccccc2)OC1=O,TOX29081,0,0,,0,0,0,0,0,0,0,0,0,217.224,1.8679,0,4,47.89
CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)[C@H]2C)cc1Cl,TOX22612,0,0,0,0,0,0,0,,0,,0,0,387.911,3.7831,2,4,53.6
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,TOX22613,0,0,0,0,0,0,0,0,0,0,0,0,369.487,1.2851,2,6,101.73
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,TOX22614,0,0,0,0,0,0,0,0,0,0,,0,317.429,3.2381,0,4,38.77
Cc1cc(C)cc(C(=O)OC2C[C@@H]3CC[C@H](C2)N3C)c1,TOX22618,0,0,0,0,0,0,0,,0,,0,0,273.376,3.08544,0,3,29.54
CC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,TOX29331,0,0,0,0,0,0,0,0,0,0,0,0,263.281,1.2981,0,3,57.2
COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,TOX14818,0,0,1,,0,0,0,1,0,0,,,324.682,2.7345,0,8,83.56
CNC(=O)/C=C(\C)OP(=O)(OC)OC,TOX14816,0,0,0,0,0,0,0,0,0,0,0,0,223.165,1.0537,1,5,73.86
Cc1occc1SSc1ccoc1C,TOX27673,0,,0,,0,0,0,,0,1,0,1,226.322,4.28884,0,4,26.28
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(=O)NC(C)(C)CS(C)(=O)=O,TOX27672,0,0,0,0,,0,,,0,1,1,0,682.396,5.69432,2,4,92.34
CC=CC(=O)CC,TOX27670,0,0,0,0,0,0,0,0,0,0,0,0,98.145,1.5416,0,1,17.07
CC1OCCC1=O,TOX27677,0,0,0,0,0,0,0,0,0,0,0,0,100.117,0.3643,0,2,26.3
CC1CCCC(=O)C1=O,TOX27675,0,0,0,0,0,0,0,0,0,0,0,0,126.155,0.9446,0,2,34.14
CC1=C(O)C(=O)OC1C,TOX27674,0,0,0,0,0,0,0,,0,0,0,0,128.127,0.7637,1,3,46.53
CCCCCc1ccco1,TOX27679,0,0,0,,0,0,,,0,,1,,138.21,3.0123,0,1,13.14
c1cnc2c(n1)CCCC2,TOX27678,0,0,0,0,0,0,0,0,0,0,0,0,134.182,1.3554,0,2,25.78
CCCCc1ccc2cccc(S(=O)(=O)[O-])c2c1,TOX21703,0,0,0,0,0,0,0,0,0,0,0,0,263.338,3.0865,0,3,57.2
Cc1cc(S(=O)(=O)[O-])ccc1/N=N/c1c(O)ccc2ccccc12,TOX21709,0,0,1,,0,0,0,,0,0,,0,341.368,4.17332,1,6,102.15
Cc1ccc(N=Nc2c(O)ccc(N=Nc3ccc(S(=O)(=O)[O-])cc3)c2O)c(C)c1,TOX21708,0,0,1,0,0,0,0,0,0,0,,0,425.446,5.44954,2,9,147.1
Nc1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,TOX117,0,0,0,0,0,0,,0,0,0,,1,244.207,-3.168,4,9,143.72
CCNc1nc(Cl)nc(NC(C)(C)C)n1,TOX7608,0,0,,,1,1,0,0,0,0,,0,229.715,2.1672,2,5,62.73
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,TOX2800,0,0,0,0,0,0,0,0,0,0,0,0,295.729,-0.0609,2,5,118.69
Oc1c(Cl)cc(Cl)c2cccnc12,TOX2801,0,,1,,,,0,,1,1,1,1,214.051,3.2472,1,2,33.12
NC(=O)OCC(O)COc1ccc(Cl)cc1,TOX2803,0,0,,0,0,0,0,,0,,0,0,245.662,1.175,2,4,81.78
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,TOX2808,0,0,0,0,,0,,,0,0,,1,318.873,4.8944,0,3,6.48
CCCCCCCCCCCCCCn1cc[n+](C)c1,TOX29085,0,,0,1,,,,1,0,,1,,279.492,5.0137,0,1,8.81
O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-],TOX5948,0,,0,,0,0,,1,0,0,,1,215.985,-2.9266,0,7,123.63
O=P(Cl)(Cl)Cl,TOX9710,0,0,0,0,0,0,0,0,0,0,0,0,153.332,2.8109,0,1,17.07
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2)cc1,TOX671,0,0,0,0,0,0,,1,0,0,0,0,667.829,6.1228,0,7,120.65
CC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,TOX6074,0,0,0,0,0,0,0,,0,0,,0,311.592,4.2248,0,3,35.53
O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,TOX6076,1,0,1,,0,0,,1,1,,1,1,1701.206,4.8381,25,46,777.98
CN(C)CCOC(c1ccccc1)c1ccccc1,TOX537,0,0,0,0,0,1,0,0,0,0,0,0,255.361,3.3542,0,2,12.47
COC(=O)c1ccc(C)cc1,TOX5668,0,0,0,0,0,0,0,0,0,0,0,0,150.177,1.78162,0,2,26.3
CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,TOX2941,0,0,0,0,0,0,,,0,,,0,294.442,4.4157,0,2,6.48
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,TOX2940,0,0,0,0,0,,0,0,0,0,0,,414.527,3.3685,0,6,59.08
CC(=O)C=Cc1ccccc1,TOX5662,0,0,0,0,1,0,0,0,0,0,0,0,146.189,2.2888,0,1,17.07
Cc1c[nH]c(=S)[nH]c1=O,TOX5665,0,0,0,0,0,0,0,0,0,0,0,0,142.183,0.74091,2,2,48.65
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,TOX2944,0,0,0,0,0,0,0,0,0,0,0,0,652.832,7.4516,0,6,55.38
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,TOX2947,0,,0,0,,,0,0,0,0,0,0,352.471,3.2511,3,4,94.83
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,TOX2946,0,0,0,0,1,,0,,0,,0,0,354.487,3.0429,4,4,97.99
CC12CCC(CC1)C(C)(C)O2,TOX616,0,0,1,0,0,0,0,0,0,0,0,0,154.253,2.7441,0,1,9.23
C=COCC1CCC(CO)CC1,TOX9575,0,0,0,0,0,0,0,0,0,0,0,0,170.252,1.9452,1,2,29.46
CC(=O)/C=C/C1=C(C)CCCC1(C)C,TOX1769,0,0,0,0,0,0,0,0,0,0,0,0,192.302,3.6582,0,1,17.07
CC(=O)NC1CCSC1=O,TOX25888,0,0,0,0,0,0,0,0,0,0,0,0,159.21,0.1546,1,3,46.17
CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,TOX25889,0,,0,0,,,,0,0,,1,,365.344,7.0036,1,1,20.23
CC1COc2ccccc2N1C(=O)C(Cl)Cl,TOX9572,0,0,1,,0,,,1,1,0,0,1,260.12,2.6042,0,2,29.54
CC(N)CN,TOX1761,0,0,0,,0,0,0,0,0,0,0,0,74.127,-0.7077,2,2,52.04
CCC(C)O,TOX1762,0,0,0,0,,0,0,0,0,0,0,0,74.123,0.7772,1,1,20.23
CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC,TOX25881,0,,,,,,,,,,,,508.804,4.25628,10,4,167.58
CC(O)CN,TOX1764,0,0,0,0,0,0,0,0,0,0,0,0,75.111,-0.6741,2,2,46.25
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1,TOX25887,0,0,,0,,0,0,0,0,0,0,0,552.576,-3.1657,2,16,220.88
O=c1oc2cc(O)ccc2s1,TOX25885,0,0,0,0,0,0,0,,0,,0,0,168.173,1.5601,1,4,50.44
C=CCc1ccc(O)c(OC)c1,TOX617,0,0,0,0,0,0,0,0,0,0,0,0,164.204,2.1293,1,2,29.46
COC(=O)[C@@H](N)CCCN/C(N)=N/[N+](=O)[O-],TOX20540,0,0,0,0,0,0,0,0,0,0,0,0,233.228,-1.6371,3,5,145.87
CC1(S(=O)(=O)[O-])CC(=O)c2ccccc2C1=O,TOX20547,0,0,1,,,,,,0,,,1,253.255,0.7596,0,5,91.34
Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,TOX28900,0,0,0,0,0,0,0,0,0,0,,0,455.971,3.43302,0,7,72.61
C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,TOX28901,0,0,0,0,0,0,0,0,0,0,0,0,348.399,1.1261,3,4,106.94
CCC(C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H](NC(C)=O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,TOX28903,0,0,0,,,0,,,0,,1,,914.143,5.5212,3,14,178.93
COc1c(Br)cc(Br)c(C)c1Br,TOX24939,0,0,0,0,0,0,0,0,0,0,,0,358.855,4.29112,0,1,9.23
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,TOX28905,1,0,1,,1,0,0,,0,,0,0,648.848,6.3464,2,8,91.18
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,TOX24289,0,0,0,0,0,0,0,0,0,0,0,0,335.473,2.1976,1,3,56.41
O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,TOX24288,0,0,0,0,1,0,0,,0,,0,0,422.396,1.3082,4,8,166.94
CC(=O)O[Cr](O)OC(C)=O.CC(=O)O[Cr](O)OC(C)=O.CC(=O)O[Cr](OC(C)=O)OC(C)=O,TOX24935,0,0,0,0,0,0,0,,0,0,0,0,603.31,-1.0249,2,16,224.56
CO[C@H]1CC(O[C@H]2C[C@H]([C@H]3O[C@](C)(O)[C@H](C)C[C@@H]3C)O[C@H]2[C@]2(C)CC[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H]5O[C@](O)(CC(=O)[O-])[C@@H](C)[C@H](OC)[C@H]5OC)O4)O3)O2)O[C@@H](C)[C@@H]1OC,TOX28909,0,0,0,0,,0,0,,0,0,,1,916.132,2.9822,3,17,211.58
C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,TOX24936,0,1,0,,,1,1,,1,,0,,423.378,-1.6407,0,12,144.9
C=C(C)C(=O)OCCNC(C)(C)C,TOX24931,0,0,0,0,0,0,0,0,0,0,0,0,185.267,1.4938,1,3,38.33
NS(=O)(=O)c1ccccc1OC(F)(F)F,TOX24930,0,0,0,0,0,0,0,0,0,0,0,0,241.19,1.2326,1,3,69.39
O=C=NCC1CCCC(CN=C=O)C1,TOX24933,0,0,0,0,0,0,0,0,0,0,0,0,194.234,1.4644,0,4,58.86
C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccccc12,TOX25082,0,0,,,0,0,0,,0,,,0,294.398,3.1646,1,3,36.36
